43	30	2	3	9	2015	50	0	0	0	100	44	0	0
44	31	2	3	10	2013	80	100	50	0	100	68	0	10
45	31	2	3	11	2014	90	100	2	0	100	100	68	0
46	32	1	25	10	2010	0	5	0	0	0	0	0	0
47	32	1	25	11	2011	0	0	0	0	18	0	0	0
48	33	2	3	9	2015	50	0	30	0	100	54	0	0
49	34	2	26	10	2011	50	12	0	0	90	0	0	0
50	34	2	26	11	2012	100	100	0	0	90	0	0	30
51	35	2	5	11	2011	0	80	100	16	100	100	48	42
52	36	2	21	11	2011	50	50	0	0	100	55	0	0
53	37	13	27	10	2014	75	10	0	0	94	100	18	0
54	38	2	18	10	2010	100	0	8	0	100	0	0	12
55	38	2	18	11	2011	50	0	0	0	0	0	0	0
56	39	2	3	9	2015	50	0	30	0	100	54	0	0
57	40	2	3	11	2009	100	60	26	36	100	100	36	68
58	41	14	28	10	2013	100	100	30	0	100	12	0	0
59	41	14	28	11	2014	100	80	0	0	0	55	62	4
60	42	2	19	11	2013	100	100	0	0	100	92	0	0
61	43	14	28	10	2010	48	25	0	0	100	0	0	0
62	44	6	10	11	2015	100	60	30	34	100	100	100	20
63	45	15	29	10	2013	5	0	0	6	75	0	0	0
64	46	2	30	11	2011	55	50	0	0	100	100	10	0
65	47	6	10	10	2009	100	60	0	0	100	100	0	50
66	47	6	10	11	2010	100	70	72	0	100	100	12	0
67	48	6	23	10	2013	100	100	0	0	100	46	0	0
68	48	6	23	11	2014	90	80	0	0	98	50	24	0
69	49	2	26	11	2010	8	25	0	0	5	0	0	0
70	50	13	27	9	2009	100	45	0	0	20	20	0	0
71	51	2	5	9	2015	50	0	0	0	100	56	0	0
72	52	2	31	10	2012	80	0	0	0	90	0	0	0
73	53	11	32	11	2011	0	72	0	0	70	40	10	0
74	54	2	3	10	2012	100	85	15	0	100	48	4	30
75	55	16	33	11	2014	0	0	0	0	2	0	0	0
76	56	2	31	10	2013	95	100	50	4	75	74	5	0
77	56	2	31	11	2014	85	80	2	0	94	100	24	44
78	57	13	34	11	2014	35	35	0	0	48	50	58	0
79	58	2	21	11	2015	50	0	0	0	100	50	0	0
80	59	17	35	9	2010	0	5	0	0	100	0	0	0
81	60	2	3	9	2011	20	0	40	0	100	100	94	18
82	60	2	3	9	2012	100	100	70	8	100	42	22	30
83	60	2	3	10	2013	60	100	100	22	100	100	35	26
84	60	2	3	11	2014	100	100	100	22	100	100	28	56
85	61	5	36	10	2009	24	45	0	36	100	24	0	0
86	61	5	36	11	2010	100	15	0	0	100	0	0	0
87	62	2	3	10	2009	100	50	66	40	100	100	8	40
88	62	2	3	11	2010	100	70	100	35	100	100	32	44
89	63	14	28	11	2015	50	0	0	0	100	67	0	0
90	64	2	3	11	2009	100	100	66	40	100	100	14	0
91	65	18	37	10	2012	45	0	0	0	100	0	0	0
92	65	18	37	11	2013	100	0	0	0	20	0	0	0
93	66	2	3	10	2014	100	100	2	22	100	100	26	16
94	66	2	3	11	2015	100	60	0	0	100	100	60	0
95	67	2	38	11	2012	100	100	85	0	100	12	32	30
96	68	10	39	10	2011	0	0	0	0	0	0	0	0
97	69	2	5	10	2013	60	100	0	0	100	66	0	2
98	69	2	5	11	2014	95	80	2	0	52	80	12	10
99	70	2	5	9	2012	100	60	15	0	100	0	0	0
100	70	2	5	10	2013	100	100	45	0	100	52	0	14
101	70	2	5	11	2014	85	100	8	12	94	50	38	34
102	71	10	40	11	2009	0	0	0	0	0	0	0	0
103	72	2	3	10	2012	100	100	0	0	100	36	0	30
104	72	2	3	11	2013	100	100	50	50	100	100	15	22
105	73	2	5	11	2013	100	100	50	14	100	86	0	0
106	74	2	3	11	2015	50	0	0	0	100	44	0	0
107	75	19	41	10	2014	0	0	0	0	0	0	0	0
108	76	2	31	11	2010	100	0	0	0	50	5	0	0
109	77	13	42	11	2010	88	30	4	0	100	5	12	8
110	78	2	5	10	2012	100	70	0	0	100	56	0	15
111	79	2	6	10	2012	50	100	0	0	100	0	0	30
112	80	9	43	11	2012	100	95	0	4	100	0	16	0
113	81	10	44	10	2012	0	0	0	0	0	0	0	0
114	82	20	45	9	2012	40	0	0	0	90	0	0	0
115	82	20	45	10	2013	65	0	0	0	75	0	0	0
116	82	20	45	11	2014	0	0	0	0	50	20	0	0
117	83	21	46	11	2012	100	75	0	0	100	2	0	30
118	84	11	47	10	2011	0	0	0	0	0	0	0	0
119	85	6	23	11	2009	100	45	58	40	100	100	0	0
120	86	2	3	10	2010	100	30	82	10	100	80	44	28
121	86	2	3	11	2011	100	100	55	10	100	100	100	22
122	87	8	13	11	2013	55	0	5	0	20	16	0	0
123	88	2	3	11	2015	52	30	30	0	100	100	2	0
124	89	21	48	9	2010	0	0	0	0	0	0	0	0
125	90	2	49	10	2010	0	0	0	0	0	0	0	0
126	91	2	3	10	2015	52	60	0	0	100	51	2	0
127	92	3	50	11	2009	0	15	0	0	20	0	0	0
128	93	2	3	11	2011	100	100	65	38	100	60	100	40
129	94	2	51	11	2013	60	40	0	2	0	0	0	0
130	95	22	52	10	2012	0	0	0	0	0	0	0	0
131	96	3	53	11	2012	100	75	0	0	100	0	0	30
132	97	2	54	9	2011	15	0	0	0	0	15	0	0
133	98	21	55	9	2014	0	0	0	0	40	10	0	0
134	99	6	56	11	2013	55	20	0	0	100	58	0	38
135	100	2	3	10	2014	100	100	0	16	100	55	14	30
136	100	2	3	11	2015	100	100	0	15	100	100	60	0
137	101	14	28	10	2014	75	0	0	0	94	50	12	2
138	102	2	31	11	2009	100	45	0	0	80	88	0	0
139	103	6	10	9	2014	90	75	46	0	100	100	78	30
140	103	6	10	10	2015	100	100	30	38	100	100	60	0
141	104	1	16	10	2014	0	0	0	0	0	0	0	0
142	105	6	56	9	2015	54	0	0	0	100	67	0	0
143	106	6	57	10	2012	5	0	0	0	25	4	0	30
144	107	14	28	11	2015	50	0	30	0	100	44	0	0
145	108	2	3	9	2014	75	100	0	0	84	15	0	34
146	108	2	3	10	2015	70	100	30	0	100	97	100	20
147	109	2	6	10	2009	0	0	0	0	100	0	0	0
148	109	2	6	11	2010	100	45	0	0	0	0	0	0
149	110	10	17	11	2014	0	0	0	0	0	0	0	0
150	111	2	3	9	2014	100	85	10	16	94	55	36	0
151	111	2	3	10	2015	100	60	30	0	100	91	0	0
152	112	11	20	10	2012	20	0	0	0	90	0	0	0
153	112	11	20	11	2013	55	100	20	4	75	48	0	0
154	113	2	3	9	2009	100	45	0	42	100	100	0	0
155	113	2	3	11	2011	100	100	65	12	100	100	80	52
156	114	1	25	9	2014	0	0	0	0	0	0	0	0
157	115	8	58	11	2009	0	10	0	0	100	44	0	0
158	116	2	59	11	2010	100	0	0	0	0	0	0	0
159	117	2	60	11	2009	100	30	0	0	100	24	0	0
160	118	2	18	11	2011	50	82	0	0	100	90	0	0
161	119	19	41	9	2014	0	0	0	0	0	0	0	0
162	120	23	61	11	2011	10	8	0	0	40	20	0	0
163	121	2	3	9	2014	15	10	0	0	100	55	0	40
164	121	2	3	10	2015	50	0	0	0	100	44	0	0
165	122	2	3	10	2014	100	100	0	0	84	60	26	34
166	122	2	3	11	2015	100	0	0	0	100	74	0	0
167	123	2	15	10	2011	0	0	0	0	0	0	0	0
168	124	14	28	11	2014	100	40	2	0	94	50	20	0
169	125	2	2	10	2012	100	0	0	0	100	2	0	0
170	126	14	28	10	2009	100	55	0	36	100	0	0	0
171	126	14	28	11	2010	100	80	44	0	100	15	0	0
172	127	5	62	11	2009	100	0	0	0	20	0	6	0
173	128	10	40	9	2014	0	0	0	0	0	0	0	0
174	129	14	28	11	2009	100	45	38	36	100	28	8	18
175	130	2	3	10	2013	100	100	10	6	100	100	0	0
176	130	2	3	11	2014	75	65	0	12	68	65	60	60
177	131	2	3	9	2015	50	0	30	0	100	67	0	0
178	132	2	3	11	2009	4	15	0	0	100	84	8	18
179	133	2	63	9	2015	54	60	0	0	100	94	60	0
180	134	2	31	9	2009	0	0	0	0	20	0	0	0
181	135	2	3	10	2009	100	45	50	32	100	100	100	18
182	135	2	3	11	2010	100	100	100	25	100	25	100	74
183	136	11	47	11	2012	100	0	25	0	80	0	0	20
184	137	2	3	10	2013	100	0	35	0	100	48	0	0
185	137	2	3	11	2014	90	15	8	50	96	100	22	18
186	138	17	35	11	2010	40	25	0	0	100	25	0	0
187	139	11	20	11	2009	0	0	0	0	0	0	0	0
188	140	2	26	9	2012	100	80	0	0	100	2	0	30
189	141	2	64	11	2009	0	25	0	0	20	64	0	0
190	142	2	60	11	2012	0	0	0	0	0	0	0	0
191	143	17	65	10	2011	55	0	0	0	50	35	0	0
192	143	17	65	11	2012	50	35	0	0	100	44	0	30
193	144	2	3	9	2010	100	50	76	0	100	80	36	32
194	144	2	3	9	2011	100	90	100	28	100	100	100	26
195	144	2	3	10	2012	100	100	100	60	100	62	100	100
196	144	2	3	11	2013	100	100	100	60	100	100	70	28
197	145	5	9	9	2012	15	0	0	0	100	0	0	0
198	146	7	66	11	2012	100	25	0	0	100	2	0	0
199	147	2	31	11	2012	30	100	0	0	100	0	0	30
200	148	6	56	11	2015	52	0	0	0	100	44	0	0
201	149	2	3	10	2013	55	100	50	0	100	44	0	0
202	150	2	63	9	2014	85	0	0	0	98	50	24	0
203	150	2	63	10	2015	50	0	30	0	100	100	0	0
204	151	3	50	11	2013	55	0	0	0	10	0	0	0
205	152	2	3	9	2014	100	100	2	18	100	100	30	16
206	152	2	3	10	2015	100	100	30	15	100	94	100	20
207	153	2	4	9	2011	0	0	0	0	0	0	0	0
208	154	6	67	10	2010	100	45	56	0	100	0	0	6
209	154	6	67	11	2011	100	0	0	0	100	40	60	0
210	155	2	3	10	2011	100	100	0	24	100	55	42	42
211	155	2	3	11	2012	100	60	50	16	100	24	10	0
212	156	2	63	10	2013	45	0	0	0	0	0	0	0
213	157	21	48	11	2013	60	100	0	0	70	8	0	0
214	158	2	3	10	2012	100	100	45	0	100	100	40	30
215	158	2	3	11	2013	100	100	20	0	100	80	95	8
216	159	2	68	11	2012	100	80	0	8	100	2	0	0
217	160	2	26	11	2012	25	80	0	0	100	0	0	30
218	161	13	27	9	2014	0	0	0	0	96	20	2	0
219	162	2	5	9	2015	52	60	0	9	100	90	0	20
220	163	24	69	10	2012	10	0	0	0	100	2	0	5
221	164	2	70	11	2012	45	0	15	0	100	0	0	0
222	165	2	3	10	2012	100	100	0	0	100	0	0	30
223	165	2	3	11	2013	15	100	50	26	100	80	0	6
224	166	2	5	9	2014	15	0	0	0	56	55	26	0
225	167	2	18	11	2009	0	45	0	0	100	40	0	0
226	168	2	3	9	2015	54	0	0	0	100	63	0	0
227	169	6	10	9	2015	50	0	0	0	100	57	20	0
228	170	24	71	11	2011	50	52	0	0	100	40	0	0
229	170	24	71	11	2012	100	95	0	12	100	0	0	30
230	171	2	4	11	2011	35	50	0	0	34	35	0	0
231	172	25	72	11	2014	90	0	0	0	94	35	0	0
232	173	17	73	9	2012	100	100	65	12	100	0	0	30
233	173	17	73	10	2013	60	55	30	6	100	0	0	20
234	173	17	73	11	2014	100	65	2	0	94	90	42	0
235	174	11	74	9	2011	5	28	0	0	60	15	0	0
236	174	11	74	10	2012	80	5	0	0	75	2	0	0
237	175	2	3	9	2014	100	55	0	0	0	50	20	0
238	175	2	3	10	2015	70	30	0	6	100	70	0	0
239	176	2	3	10	2013	65	95	50	6	100	0	15	32
240	176	2	3	11	2014	100	100	60	8	94	100	22	24
241	177	13	27	9	2012	25	60	50	0	100	0	0	25
242	177	13	27	11	2014	90	100	2	14	100	100	48	88
243	178	2	5	10	2015	50	0	30	0	100	74	0	0
244	179	2	51	10	2012	100	100	0	0	100	0	0	15
245	179	2	51	11	2013	55	100	25	4	25	46	0	0
246	180	2	3	9	2014	100	100	0	0	94	50	0	0
247	180	2	3	10	2015	50	0	30	0	100	44	0	0
248	181	14	28	9	2014	100	75	0	0	100	40	0	30
249	181	14	28	10	2015	50	30	0	0	100	97	0	0
250	182	20	45	11	2011	65	20	0	0	14	30	4	0
251	183	2	3	10	2015	52	0	0	0	100	100	0	0
252	184	2	3	9	2015	50	0	0	0	100	54	0	0
253	185	2	75	11	2009	0	0	0	0	100	0	0	0
254	186	24	69	11	2015	0	0	0	9	0	38	0	0
255	187	2	26	11	2009	100	45	0	0	100	24	0	0
256	188	9	43	10	2012	100	100	10	12	100	2	48	30
257	188	9	43	11	2013	100	100	0	4	100	40	10	14
258	189	13	76	10	2009	0	0	0	0	20	0	6	0
259	190	10	17	11	2011	0	0	0	0	0	0	0	0
260	191	2	3	9	2015	100	60	30	0	100	100	100	20
261	192	13	77	11	2011	0	0	0	0	0	0	0	0
262	193	11	32	9	2010	0	0	0	0	5	0	0	0
263	193	11	32	10	2011	10	28	0	0	100	5	4	0
264	193	11	32	11	2012	95	0	20	12	100	0	14	30
265	194	21	55	10	2009	100	0	0	0	20	0	0	0
266	194	21	55	11	2010	100	15	72	0	100	0	0	0
267	195	11	47	10	2010	60	0	70	0	100	5	28	0
268	195	11	47	11	2011	50	36	0	0	90	45	14	0
269	196	2	3	9	2015	50	0	0	0	100	100	0	0
270	197	2	26	10	2009	100	45	22	0	100	0	0	0
271	198	2	26	11	2010	100	75	100	0	100	100	68	0
272	199	11	20	10	2012	0	0	0	0	0	0	0	0
273	200	2	78	11	2015	50	0	0	9	100	44	0	0
274	201	3	79	10	2011	100	44	0	0	100	35	30	0
275	201	3	79	11	2012	100	100	70	0	100	84	0	20
276	202	2	3	9	2014	85	100	0	0	94	55	16	0
277	202	2	3	10	2015	20	60	30	9	100	81	0	0
278	203	2	3	9	2015	50	60	30	0	100	100	60	0
279	204	2	3	10	2009	100	100	26	100	100	56	100	68
280	204	2	3	11	2010	100	70	100	95	100	80	100	74
281	205	6	10	9	2013	100	100	50	30	75	0	20	0
282	205	6	10	10	2014	100	80	0	0	100	100	38	70
283	205	6	10	11	2015	100	100	50	0	100	100	100	0
284	206	24	71	11	2012	100	5	10	0	100	0	0	0
285	207	2	3	11	2009	100	5	0	40	100	28	0	0
286	208	2	63	9	2013	35	30	10	6	15	8	0	0
287	208	2	63	10	2014	85	80	0	0	94	55	42	0
288	209	8	58	10	2011	50	56	0	60	100	45	20	4
289	209	8	58	11	2012	100	100	0	4	100	88	0	30
290	210	16	80	11	2009	0	0	0	0	0	0	0	0
291	211	17	65	11	2011	10	44	0	0	90	20	0	0
292	212	24	71	11	2012	15	30	0	0	100	0	0	0
293	213	2	19	11	2009	0	0	0	0	4	0	0	0
294	214	2	3	11	2014	100	100	50	0	92	100	60	4
295	215	8	13	11	2010	0	45	0	0	50	15	0	0
296	216	2	15	10	2011	0	0	0	0	0	0	0	0
297	217	3	53	9	2014	90	80	0	0	96	40	22	0
298	218	2	3	10	2010	100	100	100	35	100	100	100	40
299	218	2	3	11	2011	100	100	100	52	100	100	94	96
300	219	6	10	10	2015	50	0	0	0	100	94	60	0
301	220	2	15	11	2011	0	0	0	0	100	0	0	0
302	221	15	81	10	2009	0	20	0	0	20	12	0	0
303	221	15	81	11	2010	72	5	0	0	100	25	20	0
304	222	2	3	10	2012	100	80	0	0	100	36	0	30
305	223	2	70	11	2012	100	0	0	0	100	0	0	30
306	224	2	5	9	2015	54	0	0	0	100	67	0	0
307	225	22	82	11	2013	0	0	0	0	10	0	0	0
308	226	25	83	11	2011	55	8	0	0	100	35	0	0
309	227	15	29	11	2011	100	98	0	0	14	50	18	2
310	228	14	28	10	2011	50	52	0	48	100	100	22	18
311	228	14	28	11	2012	100	20	0	0	100	40	4	30
312	229	2	5	10	2015	50	0	0	0	100	54	0	0
313	230	2	3	9	2015	50	0	30	0	100	85	60	0
314	231	13	27	10	2009	100	45	0	0	100	48	16	0
315	232	3	53	10	2012	100	100	0	4	100	0	24	30
316	232	3	53	11	2013	100	100	45	20	100	40	15	62
317	233	4	84	9	2010	0	0	2	0	100	0	0	0
318	234	4	12	10	2011	55	16	0	0	82	35	0	0
319	234	4	12	11	2012	100	100	15	0	100	28	0	30
320	235	1	16	11	2014	0	0	0	0	46	0	0	0
321	236	8	58	9	2013	55	0	0	0	60	22	0	0
322	237	2	3	9	2015	70	30	0	0	100	94	60	20
323	238	2	31	10	2012	100	0	0	0	100	0	0	0
324	239	2	31	9	2011	0	0	0	0	0	0	0	0
325	240	2	5	9	2011	100	66	0	0	100	95	16	0
326	240	2	5	10	2012	25	100	0	0	100	46	38	30
327	240	2	5	11	2013	100	100	30	0	100	100	0	40
328	241	2	3	10	2014	90	100	0	0	100	50	56	0
329	241	2	3	11	2015	70	0	0	0	0	0	0	0
330	242	2	4	11	2010	76	0	0	0	100	0	0	0
331	243	1	25	10	2013	0	0	0	0	0	0	0	0
332	244	6	10	11	2015	50	60	0	27	100	100	20	20
333	245	6	85	10	2010	64	80	100	0	100	0	8	0
334	245	6	85	11	2011	50	94	40	0	100	100	60	28
335	246	1	1	10	2012	100	45	0	0	100	0	0	0
336	247	11	74	11	2009	0	0	0	0	28	0	0	0
337	248	2	3	10	2015	50	0	30	10	100	44	0	0
338	249	6	85	9	2012	100	10	15	0	100	4	0	30
339	250	2	51	11	2013	60	20	30	0	75	0	0	0
340	251	2	3	10	2010	100	80	50	75	100	100	100	28
341	251	2	3	11	2011	100	100	65	60	100	100	100	100
342	252	2	3	9	2012	100	100	0	0	100	62	4	30
343	252	2	3	10	2013	100	60	50	6	100	84	0	8
344	252	2	3	11	2014	100	100	0	0	98	55	38	60
345	253	2	22	11	2015	50	0	0	0	100	57	0	0
346	254	2	3	9	2009	100	45	0	0	100	28	20	48
347	254	2	5	10	2010	100	0	0	0	100	0	0	0
348	255	13	27	9	2013	80	0	50	6	100	0	0	4
349	255	13	27	10	2014	90	100	50	0	100	100	24	0
350	255	13	27	11	2015	100	0	0	0	100	97	100	0
351	256	2	21	11	2012	25	0	0	0	100	8	0	0
352	257	13	86	11	2015	54	60	0	0	100	59	0	0
353	258	2	3	10	2015	50	60	0	0	25	70	0	0
354	259	2	87	11	2011	50	88	0	0	100	10	18	2
355	260	24	69	11	2010	80	45	54	0	100	0	0	0
356	261	24	69	9	2012	30	100	0	0	100	0	0	0
357	261	24	69	10	2013	35	0	5	0	75	42	0	0
358	262	2	88	11	2011	55	66	0	0	38	30	0	0
359	263	21	89	11	2014	0	80	0	0	88	40	32	0
360	264	2	3	11	2015	100	100	30	96	100	100	100	50
361	265	13	76	10	2009	100	50	0	0	100	0	0	0
362	265	13	76	11	2010	60	45	82	0	100	25	0	0
363	266	2	5	9	2015	54	0	30	0	100	54	0	0
364	267	26	90	11	2014	85	0	0	0	94	55	0	0
365	268	2	63	9	2014	90	100	70	12	96	100	60	64
366	268	2	63	10	2015	100	100	60	72	100	100	100	20
367	269	24	71	11	2013	55	45	5	0	20	16	0	0
368	270	2	78	11	2011	0	0	0	0	0	0	0	0
369	271	2	2	10	2010	0	0	0	0	0	0	0	0
370	272	14	28	10	2012	50	45	0	0	90	22	0	30
371	273	9	91	9	2012	100	100	0	0	100	0	16	0
372	273	9	91	10	2013	60	100	50	6	100	34	20	14
373	273	9	91	11	2014	90	35	16	12	94	55	32	22
374	274	2	92	10	2010	0	0	0	0	0	0	0	0
375	275	2	93	11	2010	80	50	92	0	100	0	0	0
376	276	2	75	11	2011	0	50	0	0	36	10	0	6
377	277	1	25	9	2010	0	0	0	0	0	0	0	0
378	277	1	25	10	2011	0	0	0	0	42	0	0	0
379	277	1	25	11	2012	15	10	0	0	60	0	0	0
380	278	2	26	11	2015	50	0	0	0	100	57	0	0
381	279	14	28	10	2010	100	45	24	0	100	0	0	0
382	280	21	48	11	2012	100	100	0	0	100	6	0	0
383	281	17	65	11	2009	0	15	0	0	100	0	0	0
384	282	2	3	11	2014	100	80	50	12	94	100	48	0
385	283	2	94	11	2015	50	60	30	0	100	100	0	0
386	284	2	3	9	2015	50	0	0	0	100	61	0	0
387	285	9	91	10	2014	0	0	0	0	46	0	4	0
388	286	2	6	10	2011	0	0	0	0	0	0	0	0
389	287	10	17	10	2014	0	0	0	0	0	0	0	0
390	288	2	19	11	2010	100	10	0	0	100	80	32	0
391	289	2	3	10	2012	100	0	0	0	100	0	0	30
392	290	24	95	9	2013	5	0	0	0	0	0	0	0
393	291	2	3	11	2014	90	80	0	0	94	55	4	0
394	292	2	3	10	2012	100	100	0	12	100	52	0	30
395	292	2	3	11	2013	100	100	0	6	100	56	0	20
396	293	25	72	11	2014	45	0	0	0	0	0	0	0
397	294	2	3	11	2009	100	65	38	40	100	100	12	68
398	295	2	3	10	2015	0	0	0	9	100	79	0	0
399	296	10	44	9	2011	0	0	0	0	0	0	0	0
400	297	9	91	10	2011	50	50	30	0	100	30	68	0
401	297	9	91	11	2012	100	75	10	4	100	28	16	30
402	298	2	6	11	2009	0	0	0	0	100	0	0	0
403	299	16	96	11	2014	0	0	0	0	44	10	0	0
404	300	2	5	11	2011	100	66	0	0	100	90	34	0
405	301	14	28	9	2011	55	76	0	0	50	75	10	2
406	301	14	28	10	2012	80	100	20	0	100	0	0	30
407	301	14	28	11	2013	90	55	5	4	100	100	0	12
408	302	2	97	10	2011	0	0	0	0	0	0	0	0
409	303	6	98	9	2014	85	100	0	0	48	25	24	0
410	304	21	99	9	2013	0	0	0	0	100	0	0	0
411	305	2	3	9	2012	100	10	30	0	100	16	4	30
412	306	4	12	10	2011	55	0	0	0	0	0	0	0
413	306	4	12	11	2012	100	60	0	0	100	8	0	5
414	307	2	3	9	2015	50	0	30	0	100	54	0	0
415	308	10	44	10	2009	0	0	0	0	0	0	0	0
416	309	2	3	10	2015	50	0	0	3	100	44	0	0
417	310	2	3	11	2015	50	60	30	0	100	71	60	0
418	311	2	3	11	2015	50	0	0	0	0	54	0	0
419	312	13	27	11	2009	100	10	0	40	100	100	34	0
420	313	2	51	10	2012	100	100	0	8	100	48	4	30
421	313	2	51	11	2013	100	100	35	0	75	24	0	0
422	314	2	3	9	2015	66	0	30	9	100	100	0	0
423	315	2	3	10	2015	50	0	0	15	100	67	0	0
424	316	17	65	11	2012	10	35	0	0	100	0	0	0
425	317	2	87	11	2010	0	5	0	0	5	0	0	0
426	318	13	27	11	2011	0	2	0	0	100	20	0	0
427	319	2	3	11	2015	52	0	0	0	100	54	0	0
428	320	2	3	10	2015	0	0	0	9	100	67	0	0
429	321	2	3	9	2014	100	55	0	0	94	55	2	0
430	321	2	3	10	2015	50	0	0	0	50	38	0	0
431	322	12	24	9	2010	0	0	0	0	0	0	0	0
432	323	2	5	11	2013	95	55	40	6	100	10	0	0
433	324	10	17	9	2010	0	0	0	0	0	0	0	0
434	325	11	74	11	2009	0	0	0	0	0	0	0	0
435	326	14	28	10	2013	100	60	0	6	75	4	0	0
436	327	14	28	10	2013	100	15	10	2	75	0	10	4
437	327	14	28	11	2014	90	100	0	0	94	50	2	30
438	328	2	26	11	2009	0	45	0	0	20	0	0	0
439	329	10	40	10	2011	0	0	0	0	0	0	0	0
440	330	2	63	11	2013	100	0	20	0	75	52	0	0
441	331	2	60	11	2009	100	45	0	32	100	28	0	42
442	332	27	100	11	2013	0	0	0	0	0	0	0	0
443	333	1	25	11	2013	0	0	0	0	15	0	0	0
444	334	21	55	11	2009	0	0	0	0	0	0	0	0
445	335	2	3	11	2015	54	0	0	0	100	54	0	0
446	336	2	5	11	2013	60	0	0	0	25	36	0	0
447	337	14	28	9	2011	15	38	0	0	60	30	30	24
448	337	14	28	10	2012	100	85	0	12	100	18	16	30
449	337	14	28	11	2013	100	100	50	6	0	0	0	0
450	338	9	43	10	2011	65	46	0	10	100	45	32	8
451	338	9	43	11	2012	100	55	0	12	100	100	14	30
452	339	2	51	10	2009	0	0	0	0	100	0	0	0
453	340	2	3	11	2014	100	100	0	0	90	0	20	24
454	341	2	3	9	2015	52	0	0	0	100	54	0	0
455	342	18	37	9	2014	5	0	0	0	0	0	0	0
456	343	2	3	10	2012	100	100	100	44	100	100	4	100
457	343	2	3	11	2013	100	100	100	60	100	100	100	70
458	344	2	15	11	2010	100	0	0	0	0	0	0	0
459	345	5	101	9	2011	0	0	0	0	0	0	0	0
460	345	5	101	10	2012	5	0	0	0	0	0	0	0
461	346	14	28	10	2010	100	30	0	0	100	0	0	0
462	347	27	102	11	2014	85	80	0	0	0	55	22	0
463	348	16	33	9	2014	5	0	0	0	44	0	0	0
464	349	2	3	9	2013	60	95	0	0	100	70	0	40
465	349	2	3	10	2014	90	100	50	0	100	100	12	20
466	349	2	3	11	2015	100	100	30	0	100	42	0	0
467	350	6	56	11	2015	50	0	0	0	0	44	0	0
468	351	9	14	11	2011	15	40	0	0	100	25	0	0
469	352	2	3	11	2015	52	60	0	0	100	91	0	0
470	353	2	5	9	2015	50	0	0	0	100	41	0	0
471	354	2	3	11	2015	50	0	0	0	100	69	0	0
472	355	6	98	11	2013	60	55	55	2	75	0	0	0
473	356	2	19	11	2010	0	5	0	0	100	0	0	0
474	357	2	3	11	2015	100	100	30	0	100	100	60	0
475	358	6	10	11	2012	100	85	0	0	100	4	0	0
476	359	11	32	11	2010	0	0	0	0	5	0	0	0
477	360	13	42	11	2011	10	28	0	0	64	20	8	0
478	361	6	10	11	2010	100	100	52	0	100	100	36	0
479	362	24	71	11	2009	100	45	0	20	100	64	6	24
480	363	14	28	9	2015	50	0	0	0	100	54	0	0
481	364	2	3	9	2013	100	100	15	0	100	0	0	40
482	364	2	3	10	2014	100	40	2	0	96	40	0	0
